Freq.	V(vout)
2.16970155379674e+000	(-2.95721818207812e-001dB,1.88798308841295e+001°)
2.17020120356424e+000	(-2.95591516603139e-001dB,1.88746465696044e+001°)
2.17070096839359e+000	(-2.95461274483510e-001dB,1.88694631595324e+001°)
2.17120084831130e+000	(-2.95331091823975e-001dB,1.88642806537022e+001°)
2.17170084334387e+000	(-2.95200968599640e-001dB,1.88590990519025e+001°)
2.17220095351781e+000	(-2.95070904785605e-001dB,1.88539183539220e+001°)
2.17270117885962e+000	(-2.94940900356976e-001dB,1.88487385595496e+001°)
2.17320151939584e+000	(-2.94810955288907e-001dB,1.88435596685739e+001°)
2.17370197515299e+000	(-2.94681069556497e-001dB,1.88383816807838e+001°)
2.17420254615761e+000	(-2.94551243134897e-001dB,1.88332045959679e+001°)
2.17470323243623e+000	(-2.94421475999292e-001dB,1.88280284139152e+001°)
2.17520403401540e+000	(-2.94291768124838e-001dB,1.88228531344143e+001°)
2.17570495092167e+000	(-2.94162119486675e-001dB,1.88176787572541e+001°)
2.17620598318160e+000	(-2.94032530060037e-001dB,1.88125052822234e+001°)
2.17670713082175e+000	(-2.93902999820097e-001dB,1.88073327091109e+001°)
2.17720839386870e+000	(-2.93773528742044e-001dB,1.88021610377055e+001°)
2.17770977234903e+000	(-2.93644116801133e-001dB,1.87969902677960e+001°)
2.17821126628930e+000	(-2.93514763972553e-001dB,1.87918203991712e+001°)
2.17871287571612e+000	(-2.93385470231571e-001dB,1.87866514316201e+001°)
2.17921460065608e+000	(-2.93256235553411e-001dB,1.87814833649313e+001°)
2.17971644113577e+000	(-2.93127059913358e-001dB,1.87763161988938e+001°)
2.18021839718181e+000	(-2.92997943286643e-001dB,1.87711499332964e+001°)
2.18072046882080e+000	(-2.92868885648565e-001dB,1.87659845679280e+001°)
2.18122265607938e+000	(-2.92739886974429e-001dB,1.87608201025774e+001°)
2.18172495898416e+000	(-2.92610947239497e-001dB,1.87556565370336e+001°)
2.18222737756177e+000	(-2.92482066419096e-001dB,1.87504938710854e+001°)
2.18272991183886e+000	(-2.92353244488548e-001dB,1.87453321045216e+001°)
2.18323256184206e+000	(-2.92224481423185e-001dB,1.87401712371313e+001°)
2.18373532759803e+000	(-2.92095777198313e-001dB,1.87350112687032e+001°)
2.18423820913342e+000	(-2.91967131789321e-001dB,1.87298521990264e+001°)
2.18474120647490e+000	(-2.91838545171535e-001dB,1.87246940278897e+001°)
2.18524431964913e+000	(-2.91710017320361e-001dB,1.87195367550820e+001°)
2.18574754868278e+000	(-2.91581548211137e-001dB,1.87143803803924e+001°)
2.18625089360255e+000	(-2.91453137819275e-001dB,1.87092249036097e+001°)
2.18675435443511e+000	(-2.91324786120176e-001dB,1.87040703245228e+001°)
2.18725793120716e+000	(-2.91196493089235e-001dB,1.86989166429208e+001°)
2.18776162394540e+000	(-2.91068258701888e-001dB,1.86937638585926e+001°)
2.18826543267653e+000	(-2.90940082933553e-001dB,1.86886119713271e+001°)
2.18876935742726e+000	(-2.90811965759696e-001dB,1.86834609809134e+001°)
2.18927339822432e+000	(-2.90683907155732e-001dB,1.86783108871404e+001°)
2.18977755509442e+000	(-2.90555907097128e-001dB,1.86731616897971e+001°)
2.19028182806429e+000	(-2.90427965559370e-001dB,1.86680133886726e+001°)
2.19078621716068e+000	(-2.90300082517915e-001dB,1.86628659835557e+001°)
2.19129072241032e+000	(-2.90172257948291e-001dB,1.86577194742356e+001°)
2.19179534383997e+000	(-2.90044491825964e-001dB,1.86525738605012e+001°)
2.19230008147637e+000	(-2.89916784126454e-001dB,1.86474291421416e+001°)
2.19280493534628e+000	(-2.89789134825290e-001dB,1.86422853189458e+001°)
2.19330990547648e+000	(-2.89661543898000e-001dB,1.86371423907029e+001°)
2.19381499189374e+000	(-2.89534011320105e-001dB,1.86320003572019e+001°)
2.19432019462484e+000	(-2.89406537067171e-001dB,1.86268592182318e+001°)
2.19482551369655e+000	(-2.89279121114778e-001dB,1.86217189735817e+001°)
2.19533094913568e+000	(-2.89151763438465e-001dB,1.86165796230408e+001°)
2.19583650096902e+000	(-2.89024464013836e-001dB,1.86114411663980e+001°)
2.19634216922337e+000	(-2.88897222816477e-001dB,1.86063036034425e+001°)
2.19684795392555e+000	(-2.88770039821993e-001dB,1.86011669339633e+001°)
2.19735385510237e+000	(-2.88642915005977e-001dB,1.85960311577496e+001°)
2.19785987278065e+000	(-2.88515848344058e-001dB,1.85908962745904e+001°)
2.19836600698722e+000	(-2.88388839811869e-001dB,1.85857622842749e+001°)
2.19887225774892e+000	(-2.88261889385078e-001dB,1.85806291865922e+001°)
2.19937862509259e+000	(-2.88134997039289e-001dB,1.85754969813314e+001°)
2.19988510904507e+000	(-2.88008162750195e-001dB,1.85703656682817e+001°)
2.20039170963322e+000	(-2.87881386493465e-001dB,1.85652352472323e+001°)
2.20089842688389e+000	(-2.87754668244771e-001dB,1.85601057179721e+001°)
2.20140526082396e+000	(-2.87628007979799e-001dB,1.85549770802906e+001°)
2.20191221148029e+000	(-2.87501405674285e-001dB,1.85498493339767e+001°)
2.20241927887977e+000	(-2.87374861303910e-001dB,1.85447224788197e+001°)
2.20292646304927e+000	(-2.87248374844394e-001dB,1.85395965146087e+001°)
2.20343376401569e+000	(-2.87121946271495e-001dB,1.85344714411330e+001°)
2.20394118180592e+000	(-2.86995575560930e-001dB,1.85293472581817e+001°)
2.20444871644687e+000	(-2.86869262688461e-001dB,1.85242239655441e+001°)
2.20495636796544e+000	(-2.86743007629842e-001dB,1.85191015630094e+001°)
2.20546413638856e+000	(-2.86616810360852e-001dB,1.85139800503667e+001°)
2.20597202174313e+000	(-2.86490670857287e-001dB,1.85088594274054e+001°)
2.20648002405610e+000	(-2.86364589094906e-001dB,1.85037396939146e+001°)
2.20698814335439e+000	(-2.86238565049554e-001dB,1.84986208496837e+001°)
2.20749637966494e+000	(-2.86112598696990e-001dB,1.84935028945017e+001°)
2.20800473301470e+000	(-2.85986690013078e-001dB,1.84883858281581e+001°)
2.20851320343062e+000	(-2.85860838973634e-001dB,1.84832696504421e+001°)
2.20902179093967e+000	(-2.85735045554514e-001dB,1.84781543611429e+001°)
2.20953049556880e+000	(-2.85609309731551e-001dB,1.84730399600498e+001°)
2.21003931734498e+000	(-2.85483631480603e-001dB,1.84679264469523e+001°)
2.21054825629520e+000	(-2.85358010777561e-001dB,1.84628138216394e+001°)
2.21105731244643e+000	(-2.85232447598293e-001dB,1.84577020839005e+001°)
2.21156648582568e+000	(-2.85106941918724e-001dB,1.84525912335250e+001°)
2.21207577645992e+000	(-2.84981493714709e-001dB,1.84474812703022e+001°)
2.21258518437617e+000	(-2.84856102962180e-001dB,1.84423721940214e+001°)
2.21309470960143e+000	(-2.84730769637074e-001dB,1.84372640044719e+001°)
2.21360435216271e+000	(-2.84605493715296e-001dB,1.84321567014431e+001°)
2.21411411208705e+000	(-2.84480275172783e-001dB,1.84270502847244e+001°)
2.21462398940146e+000	(-2.84355113985522e-001dB,1.84219447541050e+001°)
2.21513398413298e+000	(-2.84230010129464e-001dB,1.84168401093744e+001°)
2.21564409630864e+000	(-2.84104963580566e-001dB,1.84117363503220e+001°)
2.21615432595550e+000	(-2.83979974314806e-001dB,1.84066334767371e+001°)
2.21666467310061e+000	(-2.83855042308192e-001dB,1.84015314884091e+001°)
2.21717513777101e+000	(-2.83730167536711e-001dB,1.83964303851275e+001°)
2.21768571999379e+000	(-2.83605349976394e-001dB,1.83913301666816e+001°)
2.21819641979600e+000	(-2.83480589603251e-001dB,1.83862308328609e+001°)
2.21870723720472e+000	(-2.83355886393316e-001dB,1.83811323834547e+001°)
2.21921817224705e+000	(-2.83231240322615e-001dB,1.83760348182525e+001°)
2.21972922495006e+000	(-2.83106651367214e-001dB,1.83709381370438e+001°)
2.22024039534085e+000	(-2.82982119503168e-001dB,1.83658423396180e+001°)
2.22075168344653e+000	(-2.82857644706565e-001dB,1.83607474257646e+001°)
2.22126308929420e+000	(-2.82733226953460e-001dB,1.83556533952730e+001°)
2.22177461291097e+000	(-2.82608866219964e-001dB,1.83505602479327e+001°)
2.22228625432397e+000	(-2.82484562482166e-001dB,1.83454679835331e+001°)
2.22279801356033e+000	(-2.82360315716170e-001dB,1.83403766018639e+001°)
2.22330989064717e+000	(-2.82236125898116e-001dB,1.83352861027144e+001°)
2.22382188561164e+000	(-2.82111993004130e-001dB,1.83301964858742e+001°)
2.22433399848088e+000	(-2.81987917010329e-001dB,1.83251077511327e+001°)
2.22484622928204e+000	(-2.81863897892915e-001dB,1.83200198982796e+001°)
2.22535857804228e+000	(-2.81739935627974e-001dB,1.83149329271043e+001°)
2.22587104478877e+000	(-2.81616030191721e-001dB,1.83098468373964e+001°)
2.22638362954867e+000	(-2.81492181560339e-001dB,1.83047616289454e+001°)
2.22689633234916e+000	(-2.81368389710020e-001dB,1.82996773015409e+001°)
2.22740915321743e+000	(-2.81244654616946e-001dB,1.82945938549724e+001°)
2.22792209218067e+000	(-2.81120976257324e-001dB,1.82895112890295e+001°)
2.22843514926606e+000	(-2.80997354607403e-001dB,1.82844296035019e+001°)
2.22894832450081e+000	(-2.80873789643367e-001dB,1.82793487981790e+001°)
2.22946161791214e+000	(-2.80750281341499e-001dB,1.82742688728504e+001°)
2.22997502952725e+000	(-2.80626829678020e-001dB,1.82691898273059e+001°)
2.23048855937336e+000	(-2.80503434629190e-001dB,1.82641116613349e+001°)
2.23100220747771e+000	(-2.80380096171297e-001dB,1.82590343747272e+001°)
2.23151597386751e+000	(-2.80256814280620e-001dB,1.82539579672723e+001°)
2.23202985857003e+000	(-2.80133588933420e-001dB,1.82488824387599e+001°)
2.23254386161249e+000	(-2.80010420106007e-001dB,1.82438077889796e+001°)
2.23305798302215e+000	(-2.79887307774693e-001dB,1.82387340177210e+001°)
2.23357222282628e+000	(-2.79764251915797e-001dB,1.82336611247739e+001°)
2.23408658105212e+000	(-2.79641252505647e-001dB,1.82285891099279e+001°)
2.23460105772696e+000	(-2.79518309520574e-001dB,1.82235179729727e+001°)
2.23511565287808e+000	(-2.79395422936932e-001dB,1.82184477136980e+001°)
2.23563036653275e+000	(-2.79272592731086e-001dB,1.82133783318935e+001°)
2.23614519871826e+000	(-2.79149818879364e-001dB,1.82083098273488e+001°)
2.23666014946191e+000	(-2.79027101358192e-001dB,1.82032421998537e+001°)
2.23717521879101e+000	(-2.78904440143929e-001dB,1.81981754491979e+001°)
2.23769040673286e+000	(-2.78781835212983e-001dB,1.81931095751711e+001°)
2.23820571331477e+000	(-2.78659286541763e-001dB,1.81880445775631e+001°)
2.23872113856407e+000	(-2.78536794106659e-001dB,1.81829804561637e+001°)
2.23923668250809e+000	(-2.78414357884123e-001dB,1.81779172107625e+001°)
2.23975234517415e+000	(-2.78291977850595e-001dB,1.81728548411493e+001°)
2.24026812658960e+000	(-2.78169653982483e-001dB,1.81677933471140e+001°)
2.24078402678179e+000	(-2.78047386256284e-001dB,1.81627327284462e+001°)
2.24130004577806e+000	(-2.77925174648447e-001dB,1.81576729849358e+001°)
2.24181618360577e+000	(-2.77803019135447e-001dB,1.81526141163726e+001°)
2.24233244029230e+000	(-2.77680919693754e-001dB,1.81475561225464e+001°)
2.24284881586501e+000	(-2.77558876299873e-001dB,1.81424990032470e+001°)
2.24336531035128e+000	(-2.77436888930344e-001dB,1.81374427582642e+001°)
2.24388192377849e+000	(-2.77314957561622e-001dB,1.81323873873878e+001°)
2.24439865617403e+000	(-2.77193082170273e-001dB,1.81273328904077e+001°)
2.24491550756531e+000	(-2.77071262732790e-001dB,1.81222792671138e+001°)
2.24543247797972e+000	(-2.76949499225765e-001dB,1.81172265172959e+001°)
2.24594956744467e+000	(-2.76827791625711e-001dB,1.81121746407438e+001°)
2.24646677598758e+000	(-2.76706139909218e-001dB,1.81071236372475e+001°)
2.24698410363587e+000	(-2.76584544052833e-001dB,1.81020735065968e+001°)
2.24750155041697e+000	(-2.76463004033163e-001dB,1.80970242485816e+001°)
2.24801911635831e+000	(-2.76341519826787e-001dB,1.80919758629918e+001°)
2.24853680148734e+000	(-2.76220091410304e-001dB,1.80869283496173e+001°)
2.24905460583149e+000	(-2.76098718760341e-001dB,1.80818817082481e+001°)
2.24957252941823e+000	(-2.75977401853507e-001dB,1.80768359386741e+001°)
2.25009057227502e+000	(-2.75856140666425e-001dB,1.80717910406851e+001°)
2.25060873442931e+000	(-2.75734935175747e-001dB,1.80667470140712e+001°)
2.25112701590859e+000	(-2.75613785358122e-001dB,1.80617038586223e+001°)
2.25164541674032e+000	(-2.75492691190221e-001dB,1.80566615741284e+001°)
2.25216393695201e+000	(-2.75371652648698e-001dB,1.80516201603794e+001°)
2.25268257657113e+000	(-2.75250669710232e-001dB,1.80465796171653e+001°)
2.25320133562519e+000	(-2.75129742351505e-001dB,1.80415399442761e+001°)
2.25372021414168e+000	(-2.75008870549254e-001dB,1.80365011415018e+001°)
2.25423921214813e+000	(-2.74888054280150e-001dB,1.80314632086324e+001°)
2.25475832967204e+000	(-2.74767293520926e-001dB,1.80264261454579e+001°)
2.25527756674094e+000	(-2.74646588248287e-001dB,1.80213899517684e+001°)
2.25579692338237e+000	(-2.74525938439014e-001dB,1.80163546273539e+001°)
2.25631639962384e+000	(-2.74405344069831e-001dB,1.80113201720043e+001°)
2.25683599549292e+000	(-2.74284805117492e-001dB,1.80062865855099e+001°)
2.25735571101714e+000	(-2.74164321558768e-001dB,1.80012538676605e+001°)
2.25787554622406e+000	(-2.74043893370449e-001dB,1.79962220182464e+001°)
2.25839550114124e+000	(-2.73923520529288e-001dB,1.79911910370575e+001°)
2.25891557579625e+000	(-2.73803203012124e-001dB,1.79861609238840e+001°)
2.25943577021667e+000	(-2.73682940795725e-001dB,1.79811316785159e+001°)
2.25995608443006e+000	(-2.73562733856926e-001dB,1.79761033007434e+001°)
2.26047651846403e+000	(-2.73442582172544e-001dB,1.79710757903565e+001°)
2.26099707234616e+000	(-2.73322485719425e-001dB,1.79660491471455e+001°)
2.26151774610405e+000	(-2.73202444474393e-001dB,1.79610233709003e+001°)
2.26203853976530e+000	(-2.73082458414325e-001dB,1.79559984614113e+001°)
2.26255945335754e+000	(-2.72962527516071e-001dB,1.79509744184684e+001°)
2.26308048690837e+000	(-2.72842651756509e-001dB,1.79459512418619e+001°)
2.26360164044543e+000	(-2.72722831112515e-001dB,1.79409289313819e+001°)
2.26412291399634e+000	(-2.72603065561009e-001dB,1.79359074868186e+001°)
2.26464430758874e+000	(-2.72483355078842e-001dB,1.79308869079623e+001°)
2.26516582125027e+000	(-2.72363699642978e-001dB,1.79258671946030e+001°)
2.26568745500859e+000	(-2.72244099230291e-001dB,1.79208483465310e+001°)
2.26620920889135e+000	(-2.72124553817774e-001dB,1.79158303635365e+001°)
2.26673108292621e+000	(-2.72005063382302e-001dB,1.79108132454097e+001°)
2.26725307714084e+000	(-2.71885627900864e-001dB,1.79057969919409e+001°)
2.26777519156293e+000	(-2.71766247350409e-001dB,1.79007816029203e+001°)
2.26829742622014e+000	(-2.71646921707902e-001dB,1.78957670781381e+001°)
2.26881978114018e+000	(-2.71527650950353e-001dB,1.78907534173847e+001°)
2.26934225635072e+000	(-2.71408435054707e-001dB,1.78857406204502e+001°)
2.26986485187949e+000	(-2.71289273997995e-001dB,1.78807286871249e+001°)
2.27038756775417e+000	(-2.71170167757202e-001dB,1.78757176171992e+001°)
2.27091040400249e+000	(-2.71051116309372e-001dB,1.78707074104633e+001°)
2.27143336065217e+000	(-2.70932119631492e-001dB,1.78656980667075e+001°)
2.27195643773093e+000	(-2.70813177700632e-001dB,1.78606895857221e+001°)
2.27247963526650e+000	(-2.70694290493852e-001dB,1.78556819672976e+001°)
2.27300295328663e+000	(-2.70575457988175e-001dB,1.78506752112241e+001°)
2.27352639181907e+000	(-2.70456680160664e-001dB,1.78456693172921e+001°)
2.27404995089155e+000	(-2.70337956988443e-001dB,1.78406642852918e+001°)
2.27457363053185e+000	(-2.70219288448533e-001dB,1.78356601150137e+001°)
2.27509743076772e+000	(-2.70100674518072e-001dB,1.78306568062481e+001°)
2.27562135162694e+000	(-2.69982115174151e-001dB,1.78256543587853e+001°)
2.27614539313729e+000	(-2.69863610393890e-001dB,1.78206527724159e+001°)
2.27666955532655e+000	(-2.69745160154390e-001dB,1.78156520469301e+001°)
2.27719383822251e+000	(-2.69626764432807e-001dB,1.78106521821185e+001°)
2.27771824185297e+000	(-2.69508423206278e-001dB,1.78056531777713e+001°)
2.27824276624573e+000	(-2.69390136451977e-001dB,1.78006550336790e+001°)
2.27876741142859e+000	(-2.69271904147015e-001dB,1.77956577496321e+001°)
2.27929217742939e+000	(-2.69153726268601e-001dB,1.77906613254210e+001°)
2.27981706427593e+000	(-2.69035602793905e-001dB,1.77856657608361e+001°)
2.28034207199606e+000	(-2.68917533700120e-001dB,1.77806710556680e+001°)
2.28086720061759e+000	(-2.68799518964438e-001dB,1.77756772097070e+001°)
2.28139245016839e+000	(-2.68681558564085e-001dB,1.77706842227437e+001°)
2.28191782067628e+000	(-2.68563652476257e-001dB,1.77656920945686e+001°)
2.28244331216914e+000	(-2.68445800678193e-001dB,1.77607008249721e+001°)
2.28296892467481e+000	(-2.68328003147145e-001dB,1.77557104137447e+001°)
2.28349465822117e+000	(-2.68210259860346e-001dB,1.77507208606771e+001°)
2.28402051283609e+000	(-2.68092570795050e-001dB,1.77457321655597e+001°)
2.28454648854746e+000	(-2.67974935928543e-001dB,1.77407443281830e+001°)
2.28507258538315e+000	(-2.67857355238083e-001dB,1.77357573483376e+001°)
2.28559880337106e+000	(-2.67739828700949e-001dB,1.77307712258141e+001°)
2.28612514253909e+000	(-2.67622356294457e-001dB,1.77257859604029e+001°)
2.28665160291515e+000	(-2.67504937995890e-001dB,1.77208015518948e+001°)
2.28717818452714e+000	(-2.67387573782580e-001dB,1.77158180000803e+001°)
2.28770488740300e+000	(-2.67270263631848e-001dB,1.77108353047499e+001°)
2.28823171157063e+000	(-2.67153007521024e-001dB,1.77058534656943e+001°)
2.28875865705798e+000	(-2.67035805427458e-001dB,1.77008724827041e+001°)
2.28928572389299e+000	(-2.66918657328478e-001dB,1.76958923555699e+001°)
2.28981291210359e+000	(-2.66801563201479e-001dB,1.76909130840824e+001°)
2.29034022171773e+000	(-2.66684523023805e-001dB,1.76859346680322e+001°)
2.29086765276339e+000	(-2.66567536772855e-001dB,1.76809571072099e+001°)
2.29139520526851e+000	(-2.66450604426019e-001dB,1.76759804014062e+001°)
2.29192287926107e+000	(-2.66333725960676e-001dB,1.76710045504118e+001°)
2.29245067476905e+000	(-2.66216901354252e-001dB,1.76660295540174e+001°)
2.29297859182043e+000	(-2.66100130584170e-001dB,1.76610554120136e+001°)
2.29350663044320e+000	(-2.65983413627843e-001dB,1.76560821241912e+001°)
2.29403479066535e+000	(-2.65866750462737e-001dB,1.76511096903408e+001°)
2.29456307251489e+000	(-2.65750141066251e-001dB,1.76461381102532e+001°)
2.29509147601983e+000	(-2.65633585415881e-001dB,1.76411673837192e+001°)
2.29562000120818e+000	(-2.65517083489086e-001dB,1.76361975105293e+001°)
2.29614864810796e+000	(-2.65400635263337e-001dB,1.76312284904745e+001°)
2.29667741674721e+000	(-2.65284240716105e-001dB,1.76262603233455e+001°)
2.29720630715395e+000	(-2.65167899824907e-001dB,1.76212930089329e+001°)
2.29773531935624e+000	(-2.65051612567242e-001dB,1.76163265470277e+001°)
2.29826445338210e+000	(-2.64935378920615e-001dB,1.76113609374206e+001°)
2.29879370925961e+000	(-2.64819198862569e-001dB,1.76063961799024e+001°)
2.29932308701682e+000	(-2.64703072370598e-001dB,1.76014322742639e+001°)
2.29985258668180e+000	(-2.64586999422277e-001dB,1.75964692202959e+001°)
2.30038220828261e+000	(-2.64470979995144e-001dB,1.75915070177892e+001°)
2.30091195184735e+000	(-2.64355014066774e-001dB,1.75865456665348e+001°)
2.30144181740410e+000	(-2.64239101614709e-001dB,1.75815851663234e+001°)
2.30197180498095e+000	(-2.64123242616555e-001dB,1.75766255169458e+001°)
2.30250191460599e+000	(-2.64007437049862e-001dB,1.75716667181931e+001°)
2.30303214630735e+000	(-2.63891684892280e-001dB,1.75667087698559e+001°)
2.30356250011312e+000	(-2.63775986121402e-001dB,1.75617516717253e+001°)
2.30409297605143e+000	(-2.63660340714828e-001dB,1.75567954235921e+001°)
2.30462357415040e+000	(-2.63544748650187e-001dB,1.75518400252472e+001°)
2.30515429443817e+000	(-2.63429209905124e-001dB,1.75468854764816e+001°)
2.30568513694287e+000	(-2.63313724457278e-001dB,1.75419317770861e+001°)
2.30621610169264e+000	(-2.63198292284306e-001dB,1.75369789268518e+001°)
2.30674718871565e+000	(-2.63082913363872e-001dB,1.75320269255695e+001°)
2.30727839804004e+000	(-2.62967587673652e-001dB,1.75270757730302e+001°)
2.30780972969398e+000	(-2.62852315191331e-001dB,1.75221254690248e+001°)
2.30834118370564e+000	(-2.62737095894589e-001dB,1.75171760133444e+001°)
2.30887276010320e+000	(-2.62621929761145e-001dB,1.75122274057800e+001°)
2.30940445891484e+000	(-2.62506816768686e-001dB,1.75072796461225e+001°)
2.30993628016876e+000	(-2.62391756894952e-001dB,1.75023327341629e+001°)
2.31046822389314e+000	(-2.62276750117680e-001dB,1.74973866696923e+001°)
2.31100029011619e+000	(-2.62161796414581e-001dB,1.74924414525016e+001°)
2.31153247886613e+000	(-2.62046895763441e-001dB,1.74874970823820e+001°)
2.31206479017116e+000	(-2.61932048141970e-001dB,1.74825535591244e+001°)
2.31259722405951e+000	(-2.61817253527969e-001dB,1.74776108825200e+001°)
2.31312978055942e+000	(-2.61702511899213e-001dB,1.74726690523597e+001°)
2.31366245969910e+000	(-2.61587823233487e-001dB,1.74677280684347e+001°)
2.31419526150681e+000	(-2.61473187508571e-001dB,1.74627879305361e+001°)
2.31472818601080e+000	(-2.61358604702287e-001dB,1.74578486384548e+001°)
2.31526123323932e+000	(-2.61244074792443e-001dB,1.74529101919822e+001°)
2.31579440322063e+000	(-2.61129597756858e-001dB,1.74479725909092e+001°)
2.31632769598300e+000	(-2.61015173573370e-001dB,1.74430358350270e+001°)
2.31686111155471e+000	(-2.60900802219825e-001dB,1.74380999241268e+001°)
2.31739464996403e+000	(-2.60786483674057e-001dB,1.74331648579996e+001°)
2.31792831123926e+000	(-2.60672217913948e-001dB,1.74282306364367e+001°)
2.31846209540868e+000	(-2.60558004917348e-001dB,1.74232972592291e+001°)
2.31899600250061e+000	(-2.60443844662166e-001dB,1.74183647261682e+001°)
2.31953003254333e+000	(-2.60329737126261e-001dB,1.74134330370450e+001°)
2.32006418556518e+000	(-2.60215682287542e-001dB,1.74085021916508e+001°)
2.32059846159447e+000	(-2.60101680123905e-001dB,1.74035721897767e+001°)
2.32113286065952e+000	(-2.59987730613297e-001dB,1.73986430312141e+001°)
2.32166738278868e+000	(-2.59873833733623e-001dB,1.73937147157541e+001°)
2.32220202801027e+000	(-2.59759989462818e-001dB,1.73887872431880e+001°)
2.32273679635265e+000	(-2.59646197778822e-001dB,1.73838606133070e+001°)
2.32327168784417e+000	(-2.59532458659605e-001dB,1.73789348259023e+001°)
2.32380670251318e+000	(-2.59418772083110e-001dB,1.73740098807653e+001°)
2.32434184038806e+000	(-2.59305138027332e-001dB,1.73690857776872e+001°)
2.32487710149718e+000	(-2.59191556470242e-001dB,1.73641625164594e+001°)
2.32541248586892e+000	(-2.59078027389817e-001dB,1.73592400968730e+001°)
2.32594799353165e+000	(-2.58964550764098e-001dB,1.73543185187195e+001°)
2.32648362451378e+000	(-2.58851126571039e-001dB,1.73493977817902e+001°)
2.32701937884370e+000	(-2.58737754788701e-001dB,1.73444778858763e+001°)
2.32755525654981e+000	(-2.58624435395099e-001dB,1.73395588307692e+001°)
2.32809125766054e+000	(-2.58511168368275e-001dB,1.73346406162604e+001°)
2.32862738220429e+000	(-2.58397953686264e-001dB,1.73297232421410e+001°)
2.32916363020949e+000	(-2.58284791327132e-001dB,1.73248067082026e+001°)
2.32970000170458e+000	(-2.58171681268945e-001dB,1.73198910142365e+001°)
2.33023649671799e+000	(-2.58058623489770e-001dB,1.73149761600341e+001°)
2.33077311527816e+000	(-2.57945617967703e-001dB,1.73100621453868e+001°)
2.33130985741355e+000	(-2.57832664680818e-001dB,1.73051489700859e+001°)
2.33184672315262e+000	(-2.57719763607233e-001dB,1.73002366339230e+001°)
2.33238371252382e+000	(-2.57606914725044e-001dB,1.72953251366895e+001°)
2.33292082555563e+000	(-2.57494118012404e-001dB,1.72904144781768e+001°)
2.33345806227652e+000	(-2.57381373447417e-001dB,1.72855046581764e+001°)
2.33399542271499e+000	(-2.57268681008214e-001dB,1.72805956764798e+001°)
2.33453290689951e+000	(-2.57156040672963e-001dB,1.72756875328783e+001°)
2.33507051485859e+000	(-2.57043452419836e-001dB,1.72707802271636e+001°)
2.33560824662073e+000	(-2.56930916226958e-001dB,1.72658737591271e+001°)
2.33614610221445e+000	(-2.56818432072538e-001dB,1.72609681285603e+001°)
2.33668408166824e+000	(-2.56705999934752e-001dB,1.72560633352547e+001°)
2.33722218501065e+000	(-2.56593619791803e-001dB,1.72511593790019e+001°)
2.33776041227020e+000	(-2.56481291621861e-001dB,1.72462562595934e+001°)
2.33829876347542e+000	(-2.56369015403178e-001dB,1.72413539768208e+001°)
2.33883723865486e+000	(-2.56256791113962e-001dB,1.72364525304756e+001°)
2.33937583783707e+000	(-2.56144618732443e-001dB,1.72315519203493e+001°)
2.33991456105060e+000	(-2.56032498236854e-001dB,1.72266521462337e+001°)
2.34045340832402e+000	(-2.55920429605481e-001dB,1.72217532079203e+001°)
2.34099237968590e+000	(-2.55808412816532e-001dB,1.72168551052006e+001°)
2.34153147516481e+000	(-2.55696447848316e-001dB,1.72119578378663e+001°)
2.34207069478933e+000	(-2.55584534679090e-001dB,1.72070614057090e+001°)
2.34261003858805e+000	(-2.55472673287144e-001dB,1.72021658085204e+001°)
2.34314950658957e+000	(-2.55360863650796e-001dB,1.71972710460921e+001°)
2.34368909882249e+000	(-2.55249105748297e-001dB,1.71923771182157e+001°)
2.34422881531542e+000	(-2.55137399558014e-001dB,1.71874840246830e+001°)
2.34476865609697e+000	(-2.55025745058266e-001dB,1.71825917652856e+001°)
2.34530862119577e+000	(-2.54914142227339e-001dB,1.71777003398151e+001°)
2.34584871064044e+000	(-2.54802591043635e-001dB,1.71728097480634e+001°)
2.34638892445962e+000	(-2.54691091485471e-001dB,1.71679199898221e+001°)
2.34692926268195e+000	(-2.54579643531204e-001dB,1.71630310648829e+001°)
2.34746972533608e+000	(-2.54468247159227e-001dB,1.71581429730375e+001°)
2.34801031245067e+000	(-2.54356902347899e-001dB,1.71532557140778e+001°)
2.34855102405437e+000	(-2.54245609075617e-001dB,1.71483692877954e+001°)
2.34909186017585e+000	(-2.54134367320773e-001dB,1.71434836939821e+001°)
2.34963282084379e+000	(-2.54023177061785e-001dB,1.71385989324298e+001°)
2.35017390608687e+000	(-2.53912038277044e-001dB,1.71337150029301e+001°)
2.35071511593377e+000	(-2.53800950945004e-001dB,1.71288319052749e+001°)
2.35125645041320e+000	(-2.53689915044074e-001dB,1.71239496392559e+001°)
2.35179790955385e+000	(-2.53578930552698e-001dB,1.71190682046651e+001°)
2.35233949338442e+000	(-2.53467997449341e-001dB,1.71141876012943e+001°)
2.35288120193364e+000	(-2.53357115712467e-001dB,1.71093078289352e+001°)
2.35342303523023e+000	(-2.53246285320532e-001dB,1.71044288873797e+001°)
2.35396499330291e+000	(-2.53135506252018e-001dB,1.70995507764197e+001°)
2.35450707618041e+000	(-2.53024778485430e-001dB,1.70946734958470e+001°)
2.35504928389148e+000	(-2.52914101999242e-001dB,1.70897970454537e+001°)
2.35559161646486e+000	(-2.52803476771970e-001dB,1.70849214250314e+001°)
