0.000000000000000e+000	-8.679521e-006
9.999999717180685e-010	-8.679521e-006
1.012167454010162e-009	-8.679521e-006
1.231182135267842e-009	-8.679521e-006
1.450196816525521e-009	-8.679521e-006
1.669211497783201e-009	-8.679521e-006
1.888226179040881e-009	-8.679521e-006
2.107240860298560e-009	-8.679521e-006
2.326255541556240e-009	-8.679521e-006
2.545270222813919e-009	-8.679521e-006
4.102707956201863e-009	-8.679521e-006
6.268827291991126e-009	-8.679521e-006
8.630736946794570e-009	-8.679520e-006
1.108505489924021e-008	-8.679519e-006
1.345811128193812e-008	-8.679515e-006
1.609531644840222e-008	-8.679506e-006
1.895773318397574e-008	-8.679480e-006
2.258443174403579e-008	-8.679395e-006
2.686451359032673e-008	-8.679157e-006
3.123543559934609e-008	-8.678639e-006
3.514966406531769e-008	-8.677706e-006
3.966916020639522e-008	-8.675709e-006
4.422401911989251e-008	-8.672027e-006
4.980874725202462e-008	-8.663901e-006
5.590524173394769e-008	-8.648653e-006
6.172925128229497e-008	-8.625223e-006
6.672794812110091e-008	-8.594901e-006
7.161005959482311e-008	-8.552337e-006
7.692466333409104e-008	-8.487337e-006
8.292888218314570e-008	-8.384521e-006
8.979646068713379e-008	-8.218790e-006
9.768909407966079e-008	-7.948312e-006
1.068513176593708e-007	-7.499413e-006
1.176276151375387e-007	-6.740008e-006
1.305928946077716e-007	-5.417344e-006
1.467671227378316e-007	-3.033855e-006
1.664464242196309e-007	9.028591e-007
1.797498583730167e-007	4.274255e-006
1.893923113305530e-007	7.206272e-006
2.011074276828989e-007	1.125924e-005
2.120250246381168e-007	1.546157e-005
2.247816852432566e-007	2.085370e-005
2.370615348861748e-007	2.646458e-005
2.510274794073895e-007	3.326375e-005
2.646845300544401e-007	4.023501e-005
2.799284702604798e-007	4.827829e-005
2.956071228098929e-007	5.670619e-005
3.121180652662370e-007	6.563994e-005
3.284584363613488e-007	7.445452e-005
3.434381930911497e-007	8.246304e-005
3.569882271087816e-007	8.962156e-005
3.712064844156288e-007	9.703866e-005
3.861469606849803e-007	1.047360e-004
4.031814510311750e-007	1.134118e-004
4.206567883110692e-007	1.222294e-004
4.361079426107550e-007	1.299727e-004
4.524914195930033e-007	1.381488e-004
4.679848102665047e-007	1.458652e-004
4.849549467565638e-007	1.543125e-004
5.018745404353623e-007	1.627392e-004
5.185239481314639e-007	1.710408e-004
5.345828440708493e-007	1.790589e-004
5.509637579090538e-007	1.872491e-004
5.679241991271284e-007	1.957393e-004
6.197280508654244e-007	2.217138e-004
6.369652244206504e-007	2.303636e-004
6.545118967958586e-007	2.391694e-004
6.724304505397449e-007	2.481616e-004
6.927129108974465e-007	2.583388e-004
7.213847302165718e-007	2.727231e-004
7.618284131276604e-007	2.930072e-004
8.022720960387489e-007	3.132904e-004
8.427157789498376e-007	3.335728e-004
8.831594618609262e-007	3.538543e-004
9.236031447720147e-007	3.741350e-004
9.640468276831034e-007	3.944148e-004
1.004490510594192e-006	4.146937e-004
5.353247171714042e-005	2.621495e-002
1.060604529236867e-004	5.115099e-002
1.585884341302329e-004	7.522281e-002
2.111164153367791e-004	9.843043e-002
2.636443965433254e-004	1.207738e-001
3.161723777498716e-004	1.422530e-001
3.687003589564177e-004	1.628680e-001
7.351294944315467e-004	2.958389e-001
1.000000000000000e-003	3.807430e-001
1.203262933253645e-003	4.321336e-001
1.474280177591837e-003	4.902886e-001
2.000000000000000e-003	5.874615e-001
2.160803921302675e-003	6.091277e-001
2.375209149706241e-003	6.341295e-001
2.804019606513373e-003	6.766422e-001
3.000000000000000e-003	6.932899e-001
3.085762091361426e-003	6.990135e-001
3.257286274084279e-003	7.094921e-001
3.600334639529986e-003	7.271767e-001
4.000000000000000e-003	7.445045e-001
4.175914144047020e-003	7.500176e-001
4.410466336109713e-003	7.563355e-001
4.862805293915645e-003	7.668435e-001
5.000000000000000e-003	7.696506e-001
5.145725562623998e-003	7.722165e-001
5.340026312789329e-003	7.754439e-001
5.728627813119991e-003	7.816020e-001
6.000000000000000e-003	7.857901e-001
6.210495345809339e-003	7.890854e-001
6.491155806888459e-003	7.937431e-001
7.000000000000000e-003	8.026585e-001
7.157928973176298e-003	8.057775e-001
7.368500937411362e-003	8.102233e-001
7.789644865881491e-003	8.197539e-001
8.000000000000000e-003	8.248034e-001
8.252686357082078e-003	8.315473e-001
8.589601499858181e-003	8.411442e-001
9.000000000000001e-003	8.534080e-001
9.202149085665664e-003	8.599535e-001
9.471681199886546e-003	8.690106e-001
1.005390642284418e-002	8.891973e-001
1.037734495990924e-002	9.009432e-001
1.080859634266265e-002	9.167678e-001
1.108625027655068e-002	9.269894e-001
1.125875082965205e-002	9.332963e-001
1.160375193585478e-002	9.457328e-001
1.200000000000000e-002	9.597864e-001
1.220700066372164e-002	9.667950e-001
1.248300154868382e-002	9.757904e-001
1.300000000000000e-002	9.918062e-001
1.323205261011975e-002	9.982306e-001
1.354145609027941e-002	1.006094e+000
1.400000000000000e-002	1.016862e+000
1.418564208809580e-002	1.020468e+000
1.443316487222352e-002	1.024645e+000
1.500000000000000e-002	1.032719e+000
1.529702734095327e-002	1.035177e+000
1.569306379555764e-002	1.037206e+000
1.600000000000000e-002	1.038028e+000
1.620131896793908e-002	1.037672e+000
1.646974425852451e-002	1.036411e+000
1.702143087607103e-002	1.032363e+000
1.715001613249717e-002	1.030851e+000
1.732146314106536e-002	1.028525e+000
1.766435715820175e-002	1.023121e+000
1.800000000000000e-002	1.017180e+000
1.820573641028183e-002	1.012812e+000
1.848005162399094e-002	1.006419e+000
1.900000000000000e-002	9.934396e-001
1.916334504249953e-002	9.888829e-001
1.938113843249891e-002	9.825571e-001
1.981672521249767e-002	9.694299e-001
2.008711735599975e-002	9.609475e-001
2.026135206799926e-002	9.553003e-001
2.060982149199826e-002	9.438503e-001
2.106969388479980e-002	9.285675e-001
2.120908165439941e-002	9.239106e-001
2.148785719359861e-002	9.146677e-001
2.205575510783984e-002	8.960626e-001
2.239028575487889e-002	8.855863e-001
2.300000000000000e-002	8.673282e-001
2.326762451763124e-002	8.600117e-001
2.362445720780622e-002	8.508464e-001
2.407136653803500e-002	8.401510e-001
2.449956576624498e-002	8.315879e-001
2.500000000000000e-002	8.227224e-001
2.517127969128399e-002	8.202756e-001
2.539965261299598e-002	8.174380e-001
2.585639845641996e-002	8.126082e-001
2.609134916868480e-002	8.107281e-001
2.627404750605439e-002	8.097305e-001
2.663944418079357e-002	8.084148e-001
2.700000000000000e-002	8.077384e-001
2.707307933494784e-002	8.078009e-001
2.721923800484351e-002	8.080386e-001
2.751155534463486e-002	8.089973e-001
2.800000000000000e-002	8.113499e-001
2.817539040387481e-002	8.126916e-001
2.840924427570789e-002	8.147897e-001
2.887695201937404e-002	8.195546e-001
2.909354154873323e-002	8.221060e-001
2.928062464619970e-002	8.245479e-001
2.965479084113262e-002	8.297354e-001
3.000000000000000e-002	8.347627e-001
3.022449971695975e-002	8.382677e-001
3.052383267290609e-002	8.430517e-001
3.100000000000000e-002	8.507727e-001
3.117959977356780e-002	8.537166e-001
3.141906613832488e-002	8.575996e-001
3.200000000000000e-002	8.668563e-001
3.223410567608118e-002	8.703789e-001
3.254624657752275e-002	8.748375e-001
3.300000000000000e-002	8.810108e-001
3.343699726201820e-002	8.860591e-001
3.376585154472177e-002	8.893985e-001
3.400000000000000e-002	8.915621e-001
3.430988698436855e-002	8.938084e-001
3.466404353793261e-002	8.957857e-001
3.500000000000000e-002	8.972710e-001
3.521249393213843e-002	8.977147e-001
3.549581917498968e-002	8.978602e-001
3.601665618603606e-002	8.973969e-001
3.624984279054078e-002	8.965513e-001
3.651634176711760e-002	8.951417e-001
3.705329979531536e-002	8.915445e-001
3.715989938594609e-002	8.905919e-001
3.737309856720755e-002	8.884995e-001
3.772328831990237e-002	8.846632e-001
3.800000000000000e-002	8.813595e-001
3.821011385161689e-002	8.784949e-001
3.849026565377274e-002	8.743794e-001
3.900000000000000e-002	8.664646e-001
3.916809108129351e-002	8.636072e-001
3.939221252301819e-002	8.596670e-001
3.984045540646756e-002	8.515480e-001
4.008964857668988e-002	8.468831e-001
4.026894573006962e-002	8.434436e-001
4.062754003682911e-002	8.364963e-001
4.107171886135190e-002	8.278267e-001
4.121515658405570e-002	8.250255e-001
4.150203202946329e-002	8.194741e-001
4.205737508908152e-002	8.088705e-001
4.240162562357063e-002	8.025972e-001
4.300000000000000e-002	7.921517e-001
4.327540042759129e-002	7.877477e-001
4.364260099771301e-002	7.822104e-001
4.404424725893685e-002	7.765049e-001
4.430973081255797e-002	7.731798e-001
4.466370888405279e-002	7.691485e-001
4.507079561429896e-002	7.649623e-001
4.549556930009275e-002	7.615692e-001
4.605663649143917e-002	7.579155e-001
4.639645544007420e-002	7.565203e-001
4.684954737158758e-002	7.552168e-001
4.700000000000000e-002	7.549078e-001
4.709061838630268e-002	7.548294e-001
4.727185515890803e-002	7.547619e-001
4.763432870411873e-002	7.549360e-001
4.800000000000000e-002	7.553968e-001
4.821748412712642e-002	7.559766e-001
4.850746296329498e-002	7.569714e-001
4.900000000000000e-002	7.589574e-001
4.917398730170114e-002	7.598417e-001
4.940597037063599e-002	7.611198e-001
4.986993650850568e-002	7.638510e-001
5.000000000000000e-002	7.646554e-001
5.027837968272182e-002	7.664922e-001
5.064955259301758e-002	7.690016e-001
5.100000000000000e-002	7.714018e-001
5.122270374617746e-002	7.729284e-001
