0.000000000000000e+000	9.474775e-001	-8.679521e-006
9.999999717180685e-010	9.474777e-001	-8.679521e-006
1.999999943436137e-009	9.474778e-001	-8.679521e-006
9.226100668163730e-008	9.474914e-001	-8.679678e-006
1.825220134198385e-007	9.475051e-001	-8.679297e-006
2.727830201580396e-007	9.475187e-001	-8.678378e-006
3.630440268962408e-007	9.475323e-001	-8.676920e-006
4.533050336344420e-007	9.475459e-001	-8.674924e-006
5.435660403726431e-007	9.475596e-001	-8.672389e-006
6.338270471108440e-007	9.475732e-001	-8.669316e-006
1.765747916026600e-005	9.501425e-001	5.498529e-006
3.468113127342116e-005	9.527117e-001	4.577376e-005
5.170478338657632e-005	9.552810e-001	1.121564e-004
6.872843549973148e-005	9.578503e-001	2.046464e-004
8.575208761288663e-005	9.604196e-001	3.232437e-004
1.027757397260418e-004	9.629889e-001	4.679485e-004
1.197993918391969e-004	9.655582e-001	6.387606e-004
2.364343050577101e-004	9.831613e-001	2.328966e-003
4.057183420727847e-004	1.008711e+000	6.371343e-003
6.590178410857920e-004	1.046940e+000	1.554685e-002
1.000000000000000e-003	1.098402e+000	3.134735e-002
1.075486071574487e-003	1.109743e+000	3.583924e-002
1.161755867659616e-003	1.122703e+000	4.130390e-002
1.334295459829872e-003	1.148623e+000	5.319482e-002
1.679374644170385e-003	1.200464e+000	7.944921e-002
2.000000000000000e-003	1.248632e+000	1.057588e-001
2.207047510604308e-003	1.273780e+000	1.242734e-001
2.483110858076718e-003	1.307311e+000	1.493647e-001
3.000000000000000e-003	1.370094e+000	1.969017e-001
3.386488686461375e-003	1.397552e+000	2.309321e-001
3.828190042417232e-003	1.428933e+000	2.671818e-001
4.000000000000000e-003	1.441140e+000	2.807037e-001
4.152014633275134e-003	1.444315e+000	2.915793e-001
4.354700810975313e-003	1.448550e+000	3.047113e-001
4.760073166375669e-003	1.457019e+000	3.281890e-001
5.000000000000000e-003	1.462031e+000	3.407339e-001
5.081074471080071e-003	1.460927e+000	3.442318e-001
5.243223413240215e-003	1.458718e+000	3.505937e-001
5.567521297560500e-003	1.454300e+000	3.610438e-001
6.000000000000000e-003	1.448409e+000	3.723392e-001
6.048532957580601e-003	1.445314e+000	3.731329e-001
6.145598872741803e-003	1.439123e+000	3.744371e-001
6.339730703064206e-003	1.426742e+000	3.760241e-001
6.575046786293551e-003	1.411734e+000	3.761236e-001
7.000000000000000e-003	1.384632e+000	3.735797e-001
7.047063216645869e-003	1.378749e+000	3.728085e-001
7.141189649937607e-003	1.366982e+000	3.709492e-001
7.329442516521084e-003	1.343447e+000	3.658279e-001
7.705948249688037e-003	1.296379e+000	3.521069e-001
8.000000000000000e-003	1.259619e+000	3.391674e-001
8.075301146633391e-003	1.248039e+000	3.350018e-001
8.225903439900173e-003	1.224879e+000	3.260885e-001
8.527108026433736e-003	1.178559e+000	3.060551e-001
9.000000000000001e-003	1.105838e+000	2.715863e-001
9.180722751920140e-003	1.075313e+000	2.564244e-001
9.421686421146989e-003	1.034613e+000	2.349632e-001
9.903613759600690e-003	9.532132e-001	1.899515e-001
1.000000000000000e-002	9.369331e-001	1.806234e-001
1.014285714285714e-002	9.138346e-001	1.662722e-001
1.028571428571429e-002	8.907361e-001	1.518223e-001
1.042857142857143e-002	8.676376e-001	1.372739e-001
1.057142857142857e-002	8.445392e-001	1.226269e-001
1.071428571428571e-002	8.214407e-001	1.078812e-001
1.085714285714286e-002	7.983422e-001	9.303701e-002
1.100000000000000e-002	7.752437e-001	7.809419e-002
1.126890718786887e-002	7.377715e-001	5.021600e-002
1.157622968829044e-002	6.949461e-001	1.894678e-002
1.200000000000000e-002	6.358936e-001	-2.364975e-002
1.213489987272262e-002	6.214629e-001	-3.675020e-002
1.231476636968612e-002	6.022218e-001	-5.365488e-002
1.267449936361311e-002	5.637398e-001	-8.621678e-002
1.300000000000000e-002	5.289198e-001	-1.147637e-001
1.321583979635620e-002	5.151557e-001	-1.320906e-001
1.350362619149779e-002	4.968037e-001	-1.533778e-001
1.400000000000000e-002	4.651501e-001	-1.877851e-001
1.417267183708496e-002	4.627994e-001	-1.979944e-001
1.440290095319823e-002	4.596651e-001	-2.100057e-001
1.486335918542478e-002	4.533965e-001	-2.312538e-001
1.500000000000000e-002	4.515363e-001	-2.369233e-001
1.511907041224921e-002	4.548842e-001	-2.410587e-001
1.527783096191482e-002	4.593480e-001	-2.457876e-001
1.559535206124603e-002	4.682757e-001	-2.533412e-001
1.600000000000000e-002	4.796531e-001	-2.609959e-001
1.606350421986624e-002	4.841656e-001	-2.616856e-001
1.619051265959873e-002	4.931907e-001	-2.627051e-001
1.644452953906371e-002	5.112408e-001	-2.632652e-001
1.695256329799365e-002	5.473410e-001	-2.617122e-001
1.700000000000000e-002	5.507118e-001	-2.613797e-001
1.707615872257119e-002	5.585898e-001	-2.605149e-001
1.717770368599944e-002	5.690938e-001	-2.590850e-001
1.738079361285595e-002	5.901018e-001	-2.553831e-001
1.778697346656897e-002	6.321178e-001	-2.461987e-001
1.800000000000000e-002	6.541536e-001	-2.406577e-001
1.804984186049930e-002	6.607433e-001	-2.391374e-001
1.814952558149790e-002	6.739226e-001	-2.359329e-001
1.834889302349510e-002	7.002811e-001	-2.288220e-001
1.874762790748951e-002	7.529984e-001	-2.129993e-001
1.900410499246285e-002	7.870288e-001	-2.019990e-001
1.907799485679416e-002	7.989815e-001	-1.985096e-001
1.915188472112547e-002	8.109343e-001	-1.948931e-001
1.922577458545677e-002	8.228870e-001	-1.911495e-001
1.929966444978808e-002	8.348398e-001	-1.872789e-001
1.937355431411939e-002	8.467925e-001	-1.832812e-001
1.944744417845070e-002	8.587453e-001	-1.791564e-001
1.952133404278201e-002	8.706980e-001	-1.749045e-001
2.000000000000000e-002	9.481292e-001	-1.467301e-001
2.014341924826539e-002	9.692644e-001	-1.375502e-001
2.028683849653078e-002	9.903954e-001	-1.283093e-001
2.043025774479617e-002	1.011522e+000	-1.190076e-001
2.057367699306156e-002	1.032645e+000	-1.096449e-001
2.071709624132695e-002	1.053763e+000	-1.002213e-001
2.086051548959234e-002	1.074877e+000	-9.073687e-002
2.100393473785773e-002	1.095987e+000	-8.119149e-002
2.114622977530662e-002	1.114800e+000	-7.174668e-002
2.128852481275552e-002	1.133614e+000	-6.233469e-002
2.143081985020441e-002	1.152427e+000	-5.295549e-002
2.157311488765331e-002	1.171240e+000	-4.360910e-002
2.171540992510221e-002	1.190054e+000	-3.429552e-002
2.185770496255110e-002	1.208867e+000	-2.501474e-002
2.200000000000000e-002	1.227681e+000	-1.576677e-002
2.215109393373676e-002	1.243856e+000	-6.108651e-003
2.235255251205245e-002	1.265423e+000	6.428141e-003
2.275546966868381e-002	1.308556e+000	3.091223e-002
2.300000000000000e-002	1.334734e+000	4.553051e-002
2.313856542142444e-002	1.344582e+000	5.347128e-002
2.332331931665703e-002	1.357711e+000	6.357530e-002
2.369282710712220e-002	1.383970e+000	8.285211e-002
2.400000000000000e-002	1.405800e+000	9.832079e-002
2.419810655044699e-002	1.412801e+000	1.074763e-001
2.446224861770964e-002	1.422136e+000	1.187818e-001
2.500000000000000e-002	1.441140e+000	1.405360e-001
2.508230326620463e-002	1.439723e+000	1.435458e-001
2.517263259666292e-002	1.438169e+000	1.466084e-001
2.535329125757950e-002	1.435059e+000	1.521104e-001
2.571460857941267e-002	1.428841e+000	1.617280e-001
2.600000000000000e-002	1.423930e+000	1.685035e-001
2.612816612867519e-002	1.414834e+000	1.708329e-001
2.629905430024210e-002	1.402706e+000	1.731413e-001
2.664083064337593e-002	1.378449e+000	1.760091e-001
2.700000000000000e-002	1.352959e+000	1.775887e-001
2.705374808609225e-002	1.346628e+000	1.774946e-001
2.716124425827675e-002	1.333967e+000	1.770589e-001
2.737623660264576e-002	1.308646e+000	1.751545e-001
2.780622129138377e-002	1.258002e+000	1.691823e-001
2.800000000000000e-002	1.235179e+000	1.657481e-001
2.803621646735252e-002	1.230002e+000	1.649532e-001
2.810864940205755e-002	1.219648e+000	1.632785e-001
2.825351527146761e-002	1.198941e+000	1.595564e-001
2.854324701028773e-002	1.157527e+000	1.509985e-001
2.900000000000000e-002	1.092238e+000	1.360735e-001
2.905794634776403e-002	1.083288e+000	1.339137e-001
2.917383904329208e-002	1.065388e+000	1.294719e-001
2.940562443434817e-002	1.029587e+000	1.200740e-001
2.986919521646037e-002	9.579853e-001	1.002526e-001
3.000000000000000e-002	9.377816e-001	9.443472e-002
3.027157589989681e-002	8.958351e-001	8.166506e-002
3.063367709975923e-002	8.399065e-001	6.408774e-002
3.100000000000000e-002	7.833259e-001	4.587676e-002
3.108215813787188e-002	7.727678e-001	4.171727e-002
3.119170232170104e-002	7.586903e-001	3.625127e-002
3.141079068935938e-002	7.305354e-001	2.552456e-002
3.184896742467605e-002	6.742256e-001	4.413346e-003
3.200000000000000e-002	6.548164e-001	-2.795351e-003
3.208186804767788e-002	6.463556e-001	-6.629760e-003
3.219102544458172e-002	6.350745e-001	-1.162592e-002
